ID,DH/DM,GOAL,ELEMENT,DECISION,SOURCE,SOURCE TYPE,FREQUENCY,ELEMENT DESCRIPTION,DECISION DESCRIPTION,SOURCE DESCRIPTION,LEVEL
32112A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,CARD STOCK,Register,DAILY,Drug Supply,Drug Supply,Stock Card,Facility
32112A,DM,HTC,TEST HIVPOS,DRUG SUPPLY,REG HTC,Register,BIWEEKLY,Test HIV Positive,Drug Supply,HIV Testing and Counseling Register,Facility
32112A,DM,HTC,TEST HIVPOS,DRUG SUPPLY,REG HTC,Register,BIWEEKLY,Test HIV Positive,Drug Supply,HIV Testing and Counseling Register,Facility
32112A,DM,Linkage,CD4COUNT,REFER,REG ART,Register,DAILY,CD4 Count,Referral,Anti-Retroviral Treatment Register,Facility
32112A,DM,Linkage,CD4COUNT,REFER,REG ART,Register,DAILY,CD4 Count,Referral,Anti-Retroviral Treatment Register,Facility
32112A,DM,Linkage,CD4COUNT,REFER,REG HTC,Register,DAILY,CD4 Count,Referral,HIV Testing and Counseling Register,Facility
32112A,DM,Linkage,CD4COUNT,REFER,REG HTC,Register,DAILY,CD4 Count,Referral,HIV Testing and Counseling Register,Facility
32112A,DM,Retention,DEFAULT,STAFFING,CARD MAS,Patient Card,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,Retention,DEFAULT,STAFFING,CARD MAS,Patient Card,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,Retention,DEFAULT,STAFFING,CARD MAS,Patient Card,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,Retention,DEFAULT,STAFFING,CARD MAS,Patient Card,QUARTERLY,Defaulters,Staffing/Workload,Master Card,Facility
32112A,DM,PMTCT,TEST HIVPOS PREGNANT,TREATINIT,REG MATERNITY,Register,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Maternity Register,Facility
32112A,DM,PMTCT,TEST HIVPOS PREGNANT,TREATINIT,REG MATERNITY,Register,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Maternity Register,Facility
32112A,DM,PMTCT,TEST HIVPOS PREGNANT,TREATINIT,REG MATERNITY,Register,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Maternity Register,Facility
32112A,DM,PMTCT,TEST HIVPOS PREGNANT,TREATINIT,REG EID,Register,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Early Infant Diagnosis Register,Facility
32112A,DM,PMTCT,TEST HIVPOS PREGNANT,TREATINIT,REG EID,Register,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Early Infant Diagnosis Register,Facility
32112A,DM,PMTCT,TEST HIVPOS PREGNANT,TREATINIT,REG EID,Register,WEEKLY,Number of HIV positive pregnant women,Treatment Initiation,Early Infant Diagnosis Register,Facility
32112A,DM,Performance management,TREAT,STAFFING,REG,Register,2XWEEK,Patients Treated,Staffing/Workload,Register,Facility
32112A,DM,Performance management,TREAT,STAFFING,REG,Register,2XWEEK,Patients Treated,Staffing/Workload,Register,Facility
32112A,DM,Program Efficiency,MI,DRUG SUPPLY,CARD STOCK,Register,WEEKLY,Missing Information,Drug Supply,Stock Card,Facility
32112A,DM,Program Efficiency,MI,DRUG SUPPLY,REG ART,Register,WEEKLY,Missing Information,Drug Supply,Anti-Retroviral Treatment Register,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,Drugs,NEWINFECT,NA,CARD STOCK,Register,MONTHLY,New Infections,NA,Stock Card,Facility
32121A,DH,HTC,TEST COUNSEL,NA,REG VCT,Register,MI,Tested And Counselled,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,HTC,TEST COUNSEL,NA,REG VCT,Register,MI,Tested And Counselled,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,HTC,TEST COUNSEL,NA,REG ART,Register,MI,Tested And Counselled,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,HTC,TEST COUNSEL,NA,REG ART,Register,MI,Tested And Counselled,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,HTC,TEST HIVPOS PREGNANT,NA,REG VCT,Register,MI,Number of pregnant women tested HIV positive,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,HTC,TEST HIVPOS PREGNANT,NA,REG VCT,Register,MI,Number of pregnant women tested HIV positive,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,HTC,TEST HIVPOS PREGNANT,NA,REG ART,Register,MI,Number of pregnant women tested HIV positive,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,HTC,TEST HIVPOS PREGNANT,NA,REG ART,Register,MI,Number of pregnant women tested HIV positive,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Linkage,TREAT ART,NA,REG ART,Register,MONTHLY,Treatment ART,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Linkage,TREAT ART,NA,REG VCT,Register,MONTHLY,Treatment ART,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG ART,Register,QUARTERLY,Defaulters,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG ART,Register,QUARTERLY,Defaulters,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG ART,Register,QUARTERLY,Defaulters,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG ART,Register,QUARTERLY,Defaulters,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG DEFAULTTRAC,Register,QUARTERLY,Defaulters,NA,Please see Defaulter Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG DEFAULTTRAC,Register,QUARTERLY,Defaulters,NA,Please see Defaulter Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG DEFAULTTRAC,Register,QUARTERLY,Defaulters,NA,Please see Defaulter Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG DEFAULTTRAC,Register,QUARTERLY,Defaulters,NA,Please see Defaulter Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG VCT,Register,QUARTERLY,Defaulters,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG VCT,Register,QUARTERLY,Defaulters,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG VCT,Register,QUARTERLY,Defaulters,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,Retention,DEFAULT,NA,REG VCT,Register,QUARTERLY,Defaulters,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG MATERNITY,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Maternity Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG POSTNATAL,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Postnatal Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG POSTNATAL,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Postnatal Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG POSTNATAL,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Postnatal Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG POSTNATAL,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Postnatal Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG EID,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Early Infant Diagnosis Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG EID,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Early Infant Diagnosis Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG EID,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Early Infant Diagnosis Register,Facility
32121A,DH,PMTCT,DELIVERY HIVPOS,NA,REG EID,Register,WEEKLY,HIV Positive Women Who Deliver,NA,Early Infant Diagnosis Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,FAC HCC,Program Office or Location,QUARTERLY,Default Followup,NA,HIV Care Clinic.  Please see ART Clinic,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,FAC HCC,Program Office or Location,QUARTERLY,Default Followup,NA,HIV Care Clinic.  Please see ART Clinic,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,FAC HCC,Program Office or Location,QUARTERLY,Default Followup,NA,HIV Care Clinic.  Please see ART Clinic,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG,Register,QUARTERLY,Default Followup,NA,Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG,Register,QUARTERLY,Default Followup,NA,Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG,Register,QUARTERLY,Default Followup,NA,Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG ART,Register,QUARTERLY,Default Followup,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG ART,Register,QUARTERLY,Default Followup,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG ART,Register,QUARTERLY,Default Followup,NA,Anti-Retroviral Treatment Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG DEFAULTTRAC,Register,QUARTERLY,Default Followup,NA,Please see Defaulter Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG DEFAULTTRAC,Register,QUARTERLY,Default Followup,NA,Please see Defaulter Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG DEFAULTTRAC,Register,QUARTERLY,Default Followup,NA,Please see Defaulter Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG VCT,Register,QUARTERLY,Default Followup,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG VCT,Register,QUARTERLY,Default Followup,NA,Voluntary Counseling and Testing Register,Facility
32121A,DH,Resource targeting,FOLLOWUP,NA,REG VCT,Register,QUARTERLY,Default Followup,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,Drugs,TEST HIVPOS,NA,RPT MSF,Report,MONTHLY,Test HIV Positive,NA,MSF Report,Facility
32131A,DH,Drugs,TEST HIVPOS,NA,RPT MSF,Report,MONTHLY,Test HIV Positive,NA,MSF Report,Facility
32131A,DH,Drugs,DRUG CONSUMP,NA,REG ART,Register,MONTHLY,Drug Consumption,NA,Anti-Retroviral Treatment Register,Facility
32131A,DH,HTC,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,HTC,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,HTC,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,HTC,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,HTC,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,HTC,MI,NA,REG VCT,Register,MONTHLY,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,HTC,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,HTC,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32131A,DH,HTC,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32131A,DH,HTC,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32131A,DH,HTC,MI,NA,REG ANC,Register,MONTHLY,Missing Information,NA,Antenatal Care Register,Facility
32131A,DH,Linkage,MI,NA,REG VCT,Register,MI,Missing Information,NA,Voluntary Counseling and Testing Register,Facility
32131A,DH,Linkage,MI,NA,REG MATERNITY,Register,MI,Missing Information,NA,Maternity Register,Facility
32131A,DH,Linkage,MI,NA,REG ANC,Register,MI,Missing Information,NA,Antenatal Care Register,Facility
32131A,DH,Linkage,TEST HIVPOS,NA,REG HTC,Register,MONTHLY,Test HIV Positive,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIVPOS,NA,REG HTC,Register,MONTHLY,Test HIV Positive,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIVPOS,NA,REG HTC,Register,MONTHLY,Test HIV Positive,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIVPOS,NA,REG HTC,Register,MONTHLY,Test HIV Positive,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Linkage,TEST HIV,NA,REG HTC,Register,MONTHLY,Test HIV,NA,HIV Testing and Counseling Register,Facility
32131A,DH,Retention,MI,NA,REG ART,Register,MI,Missing Information,NA,Anti-Retroviral Treatment Register,Facility
32131A,DH,Retention,DEFAULT,NA,REG TREATMENT,Register,WEEKLY,Defaulters,NA,Treatment Register,Facility
32131A,DH,PMTCT,TEST HIVPOS PREGNANT,NA,REG ANC,Register,WEEKLY,Number of pregnant women tested HIV positive,NA,Antenatal Care Register,Facility
32131A,DH,Resource targeting,IMPROVE,NA,RPT FUCHIA,Report,MONTHLY,Patients Improving,NA,FUCHIA Report,Facility
32131A,DH,Resource targeting,IMPROVE,NA,RPT FUCHIA,Report,MONTHLY,Patients Improving,NA,FUCHIA Report,Facility
32132A,DM,Drugs,TREAT,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,Patients Treated,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,TREAT,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,Patients Treated,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,TREAT,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,Patients Treated,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,NEWINFECTMONTH,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,New Infections Per Month,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,NEWINFECTMONTH,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,New Infections Per Month,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,NEWINFECTMONTH,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,New Infections Per Month,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,Drug Supply,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,Drug Supply,Drug Supply,Pharmacy,Facility
32132A,DM,Drugs,DRUG SUPPLY,DRUG SUPPLY,OFF PHARM,Program Office or Location,BIWEEKLY,Drug Supply,Drug Supply,Pharmacy,Facility
32132A,DM,HTC,TREAT,TREATINIT,FAC VCT,Program Office or Location,WEEKLY M,Patients Treated,Treatment Initiation,Voluntary Counseling and Testing Clinic,Facility
32132A,DM,HTC,TREAT,TREATINIT,FAC VCT,Program Office or Location,WEEKLY M,Patients Treated,Treatment Initiation,Voluntary Counseling and Testing Clinic,Facility
32132A,DM,HTC,TREAT,TREATINIT,FAC MATERNITY,Program Office or Location,WEEKLY M,Patients Treated,Treatment Initiation,Maternity Clinic,Facility
32132A,DM,HTC,TREAT,TREATINIT,FAC MATERNITY,Program Office or Location,WEEKLY M,Patients Treated,Treatment Initiation,Maternity Clinic,Facility
32132A,DM,HTC,TREAT,TREATINIT,PARTNER MSH,External Partner,WEEKLY M,Patients Treated,Treatment Initiation,Management Sciences for Health,Facility
32132A,DM,HTC,TREAT,TREATINIT,PARTNER MSH,External Partner,WEEKLY M,Patients Treated,Treatment Initiation,Management Sciences for Health,Facility
32132A,DM,HTC,TREAT,TREATINIT,PARTNER MSF,External Partner,WEEKLY M,Patients Treated,Treatment Initiation,Doctors without Borders,Facility
32132A,DM,HTC,TREAT,TREATINIT,PARTNER MSF,External Partner,WEEKLY M,Patients Treated,Treatment Initiation,Doctors without Borders,Facility
32132A,DM,HTC,TEST HIVPOS MOTHER,TREATINIT,FAC MATERNITY,Program Office or Location,WEEKLY M,Mothers Tested HIV Positive,Treatment Initiation,Maternity Clinic,Facility
32132A,DM,HTC,TEST HIVPOS MOTHER,TREATINIT,FAC MATERNITY,Program Office or Location,WEEKLY M,Mothers Tested HIV Positive,Treatment Initiation,Maternity Clinic,Facility
32132A,DM,HTC,TEST HIVPOS MOTHER,TREATINIT,PARTNER MSH,External Partner,WEEKLY M,Mothers Tested HIV Positive,Treatment Initiation,Management Sciences for Health,Facility
32132A,DM,HTC,TEST HIVPOS MOTHER,TREATINIT,PARTNER MSH,External Partner,WEEKLY M,Mothers Tested HIV Positive,Treatment Initiation,Management Sciences for Health,Facility
32132A,DM,HTC,TEST HIVPOS MOTHER,TREATINIT,PARTNER MSF,External Partner,WEEKLY M,Mothers Tested HIV Positive,Treatment Initiation,Doctors without Borders,Facility
32132A,DM,HTC,TEST HIVPOS MOTHER,TREATINIT,PARTNER MSF,External Partner,WEEKLY M,Mothers Tested HIV Positive,Treatment Initiation,Doctors without Borders,Facility
32132A,DM,Linkage,TEST HIVPOS,FOLLOWUP,REG ART,Register,WEEKLY,Test HIV Positive,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,TEST HIVPOS,FOLLOWUP,REG ART,Register,WEEKLY,Test HIV Positive,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,TEST HIVPOS,FOLLOWUP,REG ART,Register,WEEKLY,Test HIV Positive,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,TEST HIVPOS,FOLLOWUP,REG HTC,Register,WEEKLY,Test HIV Positive,Default Followup,HIV Testing and Counseling Register,Facility
32132A,DM,Linkage,TEST HIVPOS,FOLLOWUP,REG HTC,Register,WEEKLY,Test HIV Positive,Default Followup,HIV Testing and Counseling Register,Facility
32132A,DM,Linkage,TEST HIVPOS,FOLLOWUP,REG HTC,Register,WEEKLY,Test HIV Positive,Default Followup,HIV Testing and Counseling Register,Facility
32132A,DM,Linkage,DEFAULT,FOLLOWUP,REG ART,Register,WEEKLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,DEFAULT,FOLLOWUP,REG ART,Register,WEEKLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,DEFAULT,FOLLOWUP,REG ART,Register,WEEKLY,Defaulters,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,DEFAULT,FOLLOWUP,REG HTC,Register,WEEKLY,Defaulters,Default Followup,HIV Testing and Counseling Register,Facility
32132A,DM,Linkage,DEFAULT,FOLLOWUP,REG HTC,Register,WEEKLY,Defaulters,Default Followup,HIV Testing and Counseling Register,Facility
32132A,DM,Linkage,DEFAULT,FOLLOWUP,REG HTC,Register,WEEKLY,Defaulters,Default Followup,HIV Testing and Counseling Register,Facility
32132A,DM,Linkage,TREAT,FOLLOWUP,REG ART,Register,WEEKLY,Patients Treated,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,TREAT,FOLLOWUP,REG ART,Register,WEEKLY,Patients Treated,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,TREAT,FOLLOWUP,REG ART,Register,WEEKLY,Patients Treated,Default Followup,Anti-Retroviral Treatment Register,Facility
32132A,DM,Linkage,TREAT,FOLLOWUP,REG HTC,Register,WEEKLY,Patients Treated,Default Followup,HIV Testing and Counseling Register,Facility
