Element Code,System,Table,Element,System Type,Level,HIV,Program Area,Goals,Overlap HIV,Goal1,Goal2,Goal3
5338A,HMIS,DHIS,TUBERCULOSIS FLIPCHART,Electronic,District,Y,ART,4,Y,Retention,-,-
5339A,HMIS,DHIS,TUBERCULOSIS HEALTH CENTRE,Electronic,District,Y,ART,4,Y,Retention,-,-
5340A,HMIS,DHIS,TUBERCULOSIS HEALTH POST,Electronic,District,Y,ART,4,Y,Retention,-,-
5341A,HMIS,DHIS,TUBERCULOSIS LEAFLETS,Electronic,District,Y,ART,4,Y,Retention,-,-
5342A,HMIS,DHIS,TUBERCULOSIS NONE,Electronic,District,Y,ART,4,N,Retention,-,-
5343A,HMIS,DHIS,TUBERCULOSIS OTHER,Electronic,District,Y,ART,4,N,Retention,-,-
5344A,HMIS,DHIS,TUBERCULOSIS POSTERS,Electronic,District,Y,ART,4,N,Retention,-,-
5345A,HMIS,DHIS,TUBERCULOSIS RURAL COMM HOSP,Electronic,District,Y,ART,4,Y,Retention,-,-
5346A,HMIS,DHIS,TUBERCULOSIS TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,Y,ART,4,Y,Retention,-,-
5347A,HMIS,DHIS,TUBERCULOSIS TV DVDS,Electronic,District,Y,ART,4,N,Retention,-,-
5348A,HMIS,DHIS,UNDER 1 POPULATION,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5349A,HMIS,DHIS,UNDER 5 POPULATION,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5350A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,N,-,-,-,-,-,-
5351A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES # OF FILM SHOWS,Electronic,District,N,-,-,-,-,-,-
5352A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,N,-,-,-,-,-,-
5353A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES # OF ROAD SHOWS,Electronic,District,N,-,-,-,-,-,-
5354A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES FLIPCHARTS,Electronic,District,N,-,-,-,-,-,-
5355A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES LEAFLETS,Electronic,District,N,-,-,-,-,-,-
5356A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES NONE,Electronic,District,N,-,-,-,-,-,-
5357A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES POSTERS,Electronic,District,N,-,-,-,-,-,-
5358A,HMIS,DHIS,VACCINE AND OTHER PREVENTABLE DISEASES TV DVDS,Electronic,District,N,-,-,-,-,-,-
5359A,HMIS,DHIS,VACCINE AND OTHER VACPREVENTABLE DISEASES DISTRICT HOSPITAL,Electronic,District,N,-,-,-,-,-,-
5360A,HMIS,DHIS,VACCINE AND OTHER VACPREVENTABLE DISEASES HEALTH CENTRE,Electronic,District,N,-,-,-,-,-,-
5361A,HMIS,DHIS,VACCINE AND OTHER VACPREVENTABLE DISEASES HEALTH POST,Electronic,District,N,-,-,-,-,-,-
5362A,HMIS,DHIS,VACCINE AND OTHER VACPREVENTABLE DISEASES OTHER,Electronic,District,N,-,-,-,-,-,-
5363A,HMIS,DHIS,VACCINE AND OTHER VACPREVENTABLE DISEASES RARAL COMM HOSP,Electronic,District,N,-,-,-,-,-,-
5364A,HMIS,DHIS,VACCINE AND OTHER VACPREVENTABLE DISEASES TOTAL# PROVIDED IN THIS QUARTER,Electronic,District,N,-,-,-,-,-,-
5365A,HMIS,DHIS,VC AMOXICILLIN,Electronic,District,N,-,-,-,-,-,-
5366A,HMIS,DHIS,VC CCM HSAS STAYING IN THEIR CATCHMENT,Electronic,District,N,-,-,-,-,-,-
5367A,HMIS,DHIS,VC CONTRIMOXAZOLE TAB,Electronic,District,N,-,-,-,-,-,-
5368A,HMIS,DHIS,VC DIARRHOEA,Electronic,District,N,-,-,-,-,-,-
5369A,HMIS,DHIS,VC DISPOSABLE GLOVES,Electronic,District,N,-,-,-,-,-,-
5370A,HMIS,DHIS,VC EYE OINTMENT TUBE,Electronic,District,N,-,-,-,-,-,-
5371A,HMIS,DHIS,VC FAST BREATHING,Electronic,District,N,-,-,-,-,-,-
5372A,HMIS,DHIS,VC FEVER CASES,Electronic,District,N,-,-,-,-,-,-
5373A,HMIS,DHIS,VC HARD TO REACH AREAS POPULATION,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5374A,HMIS,DHIS,VC HSAS WHO GOT CORRECT SCORES PER CHECKLIST,Electronic,District,Y,OTHER,8,Y,Performance management ,-,-
5375A,HMIS,DHIS,VC INVALID MRDT,Electronic,District,Y,OTHER,1,N,Drugs,-,-
5376A,HMIS,DHIS,VC LA 6X1 TAB,Electronic,District,Y,DRUGS,1,N,Drugs,-,-
5377A,HMIS,DHIS,VC LA 6X2 TAB,Electronic,District,Y,DRUGS,1,N,Drugs,-,-
5378A,HMIS,DHIS,VC MALNUTRITION,Electronic,District,Y,NUTRITION,3,Y,Linkage ,-,-
5379A,HMIS,DHIS,VC MRDT NEGATIVE,Electronic,District,Y,HTC,2,Y,HTC ,-,-
5380A,HMIS,DHIS,VC MRDTPOSITIVE,Electronic,District,Y,HTC,2,Y,HTC ,-,-
5381A,HMIS,DHIS,VC N HSAS SUPERVISED IN CCM,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
5382A,HMIS,DHIS,VC N HSAS WHO HAD THEIR SKILLS REINFORCED,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
5383A,HMIS,DHIS,VC N HSAS WITH VILLAGE CLINICS,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
5384A,HMIS,DHIS,VC N VILLAGE CLINIC VISITS DONE,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
5385A,HMIS,DHIS,VC N VILLAGE CLINICS PLANNED VISITS,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
5386A,HMIS,DHIS,VC NEW CASES BY GENDER MALES,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
5387A,HMIS,DHIS,VC NEW CASES BY GENTER FEMALES,Electronic,District,Y,OTHER,3,Y,Linkage ,-,-
5388A,HMIS,DHIS,VC NUM OF FUNCTIONAL VILLAGE CLINICS WITHIN CATCHMENT,Electronic,District,Y,OTHER,7,Y,Resource targeting ,-,-
5389A,HMIS,DHIS,VC NUM OF HSAS REPORTED TO HAVE BEEN MONITORED,Electronic,District,Y,OTHER,8,Y,Performance management ,-,-
5390A,HMIS,DHIS,VC NUM OF HSAS REPORTED TO HAVE BEEN SUPERVISED,Electronic,District,Y,OTHER,8,Y,Performance management ,-,-
5391A,HMIS,DHIS,VC NUM OF VILLAGE CLINICS REPORTED THIS MONTHS,Electronic,District,Y,OTHER,8,Y,Performance management ,-,-
5392A,HMIS,DHIS,VC ORS SACHET,Electronic,District,N,-,-,-,-,-,-
5393A,HMIS,DHIS,VC OTHER CONDITIONS,Electronic,District,N,-,-,-,-,-,-
5394A,HMIS,DHIS,VC PALMAR PALLOR,Electronic,District,N,-,-,-,-,-,-
5395A,HMIS,DHIS,VC PARACENTAMOL TABS,Electronic,District,N,-,-,-,-,-,-
5396A,HMIS,DHIS,VC RDT,Electronic,District,N,-,-,-,-,-,-
5397A,HMIS,DHIS,VC RECTALARTESUNATE,Electronic,District,N,-,-,-,-,-,-
5398A,HMIS,DHIS,VC RED EYE,Electronic,District,N,-,-,-,-,-,-
5399A,HMIS,DHIS,VC ZINC TAB,Electronic,District,N,-,-,-,-,-,-
5400A,HMIS,DHIS,VEGETABLE OIL DELIVERIES RECEIVED IN THE MONTH,Electronic,District,N,-,-,-,-,-,-
5401A,HMIS,DHIS,VEGETABLE OIL PACKAGING AND UNIT,Electronic,District,N,-,-,-,-,-,-
5402A,HMIS,DHIS,VEGETABLE OIL QUANTITY DISTRIBUTED TO BENEFICIARIES,Electronic,District,N,-,-,-,-,-,-
5403A,HMIS,DHIS,VEGETABLE OIL QUANTITY LOST,Electronic,District,N,-,-,-,-,-,-
5404A,HMIS,DHIS,VEGETABLE OIL QUANTITY USED FOR COOKING DEMONSTRATION,Electronic,District,N,-,-,-,-,-,-
5405A,HMIS,DHIS,VEGETABLE OIL REQUEST FOR THE FOLLOWING MONTH,Electronic,District,N,-,-,-,-,-,-
5406A,HMIS,DHIS,VEGETABLE OIL STOCK ON THE FIRST DAY OF THE MONTH,Electronic,District,N,-,-,-,-,-,-
5407A,HMIS,DHIS,VEGETABLE OIL STOCK ON THE LAST DAY OF THE MONTH,Electronic,District,N,-,-,-,-,-,-
5408A,HMIS,DHIS,VITAMEAL DELIVERIES RECEIVED IN THE MONTH,Electronic,District,N,-,-,-,-,-,-
5409A,HMIS,DHIS,VITAMEAL PACKAGING AND UNIT,Electronic,District,N,-,-,-,-,-,-
5410A,HMIS,DHIS,VITAMEAL QUANTITY DISTRIBUTED TO BENEFICIARIES,Electronic,District,N,-,-,-,-,-,-
5411A,HMIS,DHIS,VITAMEAL QUANTITY LOST,Electronic,District,N,-,-,-,-,-,-
5412A,HMIS,DHIS,VITAMEAL QUANTITY USED FOR COOKING DEMONSTRATION,Electronic,District,N,-,-,-,-,-,-
5413A,HMIS,DHIS,VITAMEAL REQUEST FOR THE FOLLOWING MONTH,Electronic,District,N,-,-,-,-,-,-
5414A,HMIS,DHIS,VITAMEAL STOCK ON THE FIRST DAY OF THE MONTH,Electronic,District,N,-,-,-,-,-,-
5415A,HMIS,DHIS,VITAMEAL STOCK ON THE LAST DAY OF THE MONTH,Electronic,District,N,-,-,-,-,-,-
5416A,HMIS,DHIS,VMMC <15 YEARS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5417A,HMIS,DHIS,VMMC 15 24 YEARS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5418A,HMIS,DHIS,VMMC 1ST FOLLOW UP VISIT 24 72 HOURS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5419A,HMIS,DHIS,VMMC 1ST FOLLOW UP VISIT AFTER 72 HOURS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5420A,HMIS,DHIS,VMMC 1ST FOLLOW UP VISIT BEFORE 24 HOURS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5421A,HMIS,DHIS,VMMC 25 49 YEARS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5422A,HMIS,DHIS,VMMC 2ND FOLLOW UP VISIT 5 9 DAYS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5423A,HMIS,DHIS,VMMC 2ND FOLLOW UP VISIT AFTER 9 DAYS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5424A,HMIS,DHIS,VMMC 2ND FOLLOW UP VISIT BEFORE 5 DAYS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5425A,HMIS,DHIS,VMMC 50 AND OVER,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5426A,HMIS,DHIS,VMMC AGE GROUP ALESS THAN 60 DAYS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5427A,HMIS,DHIS,VMMC AGE GROUP B60 DAYS 9 DAYS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5428A,HMIS,DHIS,VMMC AGE GROUP C10 14YRS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5429A,HMIS,DHIS,VMMC AGE GROUP D15 19YRS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5430A,HMIS,DHIS,VMMC AGE GROUP E20 34YRS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5431A,HMIS,DHIS,VMMC AGE GROUP F35YRS AND OVER,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5432A,HMIS,DHIS,VMMC ANAETHETIC RELATED,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5433A,HMIS,DHIS,VMMC CHRISTIAN,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5434A,HMIS,DHIS,VMMC CULTURAL,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5435A,HMIS,DHIS,VMMC EXCE SKIN REMOVAL,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5436A,HMIS,DHIS,VMMC EXCESSIVE BLEEDING,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5437A,HMIS,DHIS,VMMC FEMALES,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5438A,HMIS,DHIS,VMMC FORCEPS GUIDED,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5439A,HMIS,DHIS,VMMC GENERAL,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5440A,HMIS,DHIS,VMMC GLANS INJURY,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5441A,HMIS,DHIS,VMMC HIC PREVENTION,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5442A,HMIS,DHIS,VMMC KITS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5443A,HMIS,DHIS,VMMC LIGNOCAINE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5444A,HMIS,DHIS,VMMC LOCAL,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5445A,HMIS,DHIS,VMMC LOCATION MOBILE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5446A,HMIS,DHIS,VMMC LOCATION STATIC,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5447A,HMIS,DHIS,VMMC MALES,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5448A,HMIS,DHIS,VMMC MEDICAL,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5449A,HMIS,DHIS,VMMC METHOD DEVICE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5450A,HMIS,DHIS,VMMC METHOD DORSAL SLIT,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5451A,HMIS,DHIS,VMMC MOST SEVERE AE MILD,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5452A,HMIS,DHIS,VMMC MOST SEVERE AE MODERATE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5453A,HMIS,DHIS,VMMC MOST SEVERE AE NONE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5454A,HMIS,DHIS,VMMC MOST SEVERE AE SEVERE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5455A,HMIS,DHIS,VMMC MUSLIM,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5456A,HMIS,DHIS,VMMC NEONATES,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5457A,HMIS,DHIS,VMMC NEVER,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5458A,HMIS,DHIS,VMMC NEW NEGATIVE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5459A,HMIS,DHIS,VMMC NEW POSITIVE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5460A,HMIS,DHIS,VMMC NOT DONE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5461A,HMIS,DHIS,VMMC OLD>3 MONTH AGO,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5462A,HMIS,DHIS,VMMC OTHER CLIENT RELIGION,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5463A,HMIS,DHIS,VMMC OTHER METHOD OF PROCEDURE,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5464A,HMIS,DHIS,VMMC OTHER OPERATION DAY AES,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5465A,HMIS,DHIS,VMMC OTHER REASONS FOR MC,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5466A,HMIS,DHIS,VMMC PAIN,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5467A,HMIS,DHIS,VMMC PRE OP STATUS CONSENT GIVEN,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5468A,HMIS,DHIS,VMMC PRE OP STATUS CONTRAINDICATION,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5469A,HMIS,DHIS,VMMC PRE OP STATUS FULL CIRCUMCISION,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5470A,HMIS,DHIS,VMMC PRE OP STATUS REFUSED,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5471A,HMIS,DHIS,VMMC PRE POS NOT ART,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5472A,HMIS,DHIS,VMMC PRE POS ON ART,Electronic,District,Y,VMMC,45,Y,Retention,VMMC ,-
5473A,HMIS,DHIS,VMMC RECENT Q3 MONTHS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5474A,HMIS,DHIS,VMMC RELIGIOUS,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5475A,HMIS,DHIS,VMMC SERVICES OFFERED,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5476A,HMIS,DHIS,VMMC SUTURES,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5477A,HMIS,DHIS,VMMC TIMELY,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5478A,HMIS,DHIS,VMMC WOUND INFECTION,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5479A,HMIS,DHIS,VMMCUNTIMELY,Electronic,District,Y,VMMC,5,Y,VMMC ,-,-
5480A,HMIS,DHIS,WATER AND SANITATION # OF COMMUNITY MEETINGS COMMEMORATION DAYS,Electronic,District,N,-,-,-,-,-,-
5481A,HMIS,DHIS,WATER AND SANITATION # OF FILM SHOWS,Electronic,District,N,-,-,-,-,-,-
5482A,HMIS,DHIS,WATER AND SANITATION # OF INTERACTIVE DRAMA SESSIONS,Electronic,District,N,-,-,-,-,-,-
5483A,HMIS,DHIS,WATER AND SANITATION # OF ROAD SHOWS,Electronic,District,N,-,-,-,-,-,-
5484A,HMIS,DHIS,WATER AND SANITATION DISTRICT HOSPITAL,Electronic,District,N,-,-,-,-,-,-
5485A,HMIS,DHIS,WATER AND SANITATION FLIPCHART,Electronic,District,N,-,-,-,-,-,-
5486A,HMIS,DHIS,WATER AND SANITATION HEALTH CENTRE,Electronic,District,N,-,-,-,-,-,-
5487A,HMIS,DHIS,WATER AND SANITATION HEALTH POST,Electronic,District,N,-,-,-,-,-,-
5488A,HMIS,DHIS,WATER AND SANITATION LEAFLETS,Electronic,District,N,-,-,-,-,-,-
5489A,HMIS,DHIS,WATER AND SANITATION NONE,Electronic,District,N,-,-,-,-,-,-
5490A,HMIS,DHIS,WATER AND SANITATION OTHER,Electronic,District,N,-,-,-,-,-,-
5491A,HMIS,DHIS,WATER AND SANITATION POSTERS,Electronic,District,N,-,-,-,-,-,-
5492A,HMIS,DHIS,WATER AND SANITATION RURAL COMM HOSP,Electronic,District,N,-,-,-,-,-,-
5493A,HMIS,DHIS,WATER AND SANITATION TOTAL PROVIDED IN THIS QUARTER,Electronic,District,N,-,-,-,-,-,-
5494A,HMIS,DHIS,WATER AND SANITATION TV DVDS,Electronic,District,N,-,-,-,-,-,-
5495A,HMIS,DHIS,WHOOPING COUGH ADMISSION,Electronic,District,N,-,-,-,-,-,-
5496A,HMIS,DHIS,WHOOPING COUGH INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
5497A,HMIS,DHIS,WHOOPING COUGH NEW,Electronic,District,N,-,-,-,-,-,-
5498A,HMIS,DHIS,WOMEN OF CHILD BEARING AGE,Electronic,District,Y,DEMO,7,Y,Resource targeting ,-,-
5499A,HMIS,DHIS,YELLOW FEVER ADMISSION,Electronic,District,N,-,-,-,-,-,-
5500A,HMIS,DHIS,YELLOW FEVER INPATIENT DEATH,Electronic,District,N,-,-,-,-,-,-
5501A,HMIS,DHIS,YFHS ANTENATAL,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
5502A,HMIS,DHIS,YFHS ART,Electronic,District,Y,ART,4,N,Retention,-,-
5503A,HMIS,DHIS,YFHS CHILD BIRTH & POSTNATAL,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
5504A,HMIS,DHIS,YFHS CONDOM PROMO & PROVISION,Electronic,District,Y,FP,3,N,Linkage ,-,-
5505A,HMIS,DHIS,YFHS FAMILY PLANNING INFO & SERVICES,Electronic,District,Y,FP,3,N,Linkage ,-,-
5506A,HMIS,DHIS,YFHS HTC,Electronic,District,Y,HTC,2,N,HTC ,-,-
5507A,HMIS,DHIS,YFHS INFO & COUNSELLIN ON YFHS,Electronic,District,Y,HTC,2,N,HTC ,-,-
5508A,HMIS,DHIS,YFHS OTHER,Electronic,District,Y,OTHER,4,N,Retention,-,-
5509A,HMIS,DHIS,YFHS PEER EDUCATION,Electronic,District,Y,OTHER,4,N,Retention,-,-
5510A,HMIS,DHIS,YFHS PEP,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
5511A,HMIS,DHIS,YFHS PMTCT,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
5512A,HMIS,DHIS,YFHS POST ABORTION CARE,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
5513A,HMIS,DHIS,YFHS REFERRALS,Electronic,District,Y,PMTCT,6,N,PMTCT,-,-
5514A,HMIS,DHIS,YFHS STI MANAGEMENT,Electronic,District,Y,ART,4,N,Retention,-,-
5515A,HMIS,DHIS,YFHS TYPE,Electronic,District,Y,OTHER,4,N,Retention,-,-
5516A,BHT-EMR,eBRS,-,Electronic,Facility,-,-,-,-,-,-,-
5517A,BHT-EMR,eBRS,Are the parents married to each other,Electronic,Facility,N,-,-,-,-,-,-
5518A,BHT-EMR,eBRS,BIRTH WEIGHT,Electronic,Facility,N,-,-,-,-,-,-
5519A,BHT-EMR,eBRS,Completed Level of eduction,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5520A,BHT-EMR,eBRS,Country of Residence,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5521A,BHT-EMR,eBRS,DATE OF BIRTH,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5522A,BHT-EMR,eBRS,Date of reporting,Electronic,Facility,N,-,-,-,-,-,-
5523A,BHT-EMR,eBRS,District,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5524A,BHT-EMR,eBRS,Father is informant,Electronic,Facility,N,-,-,-,-,-,-
5525A,BHT-EMR,eBRS,FIRST NAME,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5526A,BHT-EMR,eBRS,Gestation age at birth in weeks,Electronic,Facility,N,-,-,-,-,-,-
5527A,BHT-EMR,eBRS,Has the form been signed by the informant,Electronic,Facility,N,-,-,-,-,-,-
5528A,BHT-EMR,eBRS,Home address same as the physical address,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5529A,BHT-EMR,eBRS,ID Number,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5530A,BHT-EMR,eBRS,"If yes, date of marriage",Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5531A,BHT-EMR,eBRS,Maiden Surname,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5532A,BHT-EMR,eBRS,Mode of delivery,Electronic,Facility,N,-,-,-,-,-,-
5533A,BHT-EMR,eBRS,Month of pregnancy prenatal care started,Electronic,Facility,N,-,-,-,-,-,-
5534A,BHT-EMR,eBRS,Mother is informant,Electronic,Facility,N,-,-,-,-,-,-
5535A,BHT-EMR,eBRS,Nationality,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5536A,BHT-EMR,eBRS,"Number of children born to the mother, and still living",Electronic,Facility,N,-,-,-,-,-,-
5537A,BHT-EMR,eBRS,"Number of children born to the mother, including this child",Electronic,Facility,N,-,-,-,-,-,-
5538A,BHT-EMR,eBRS,Number of prenatal visits,Electronic,Facility,N,-,-,-,-,-,-
5539A,BHT-EMR,eBRS,OTHER,Electronic,Facility,N,-,-,-,-,-,-
5540A,BHT-EMR,eBRS,Other name,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5541A,BHT-EMR,eBRS,Phone number,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5542A,BHT-EMR,eBRS,Postal Address,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5543A,BHT-EMR,eBRS,Relationship to child,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5544A,BHT-EMR,eBRS,Replace Child Surname with Mother Maiden Surname,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5545A,BHT-EMR,eBRS,Same as mother's,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5546A,BHT-EMR,eBRS,SEX,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5547A,BHT-EMR,eBRS,Specify Other type of Birth,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5548A,BHT-EMR,eBRS,SURNAME,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5549A,BHT-EMR,eBRS,T/A or Area of Residence,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5550A,BHT-EMR,eBRS,Type of birth,Electronic,Facility,N,-,-,-,-,-,-
5551A,BHT-EMR,eBRS,VILLAGE/TOWN,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5552A,BHT-EMR,eDRS,Addressline,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5553A,BHT-EMR,eDRS,Approved,Electronic,Facility,N,-,-,-,-,-,-
5554A,BHT-EMR,eDRS,Birth Certificate Number,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5555A,BHT-EMR,eDRS,Birth Date,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5556A,BHT-EMR,eDRS,Cause Of Death,Electronic,Facility,N,-,-,-,-,-,-
5557A,BHT-EMR,eDRS,Church Verification Date,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5558A,BHT-EMR,eDRS,Church Verified,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5559A,BHT-EMR,eDRS,Citizenship,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5560A,BHT-EMR,eDRS,City,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5561A,BHT-EMR,eDRS,Current District,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5562A,BHT-EMR,eDRS,Current Ta,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5563A,BHT-EMR,eDRS,Current Village,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5564A,BHT-EMR,eDRS,Date Of Death,Electronic,Facility,N,-,-,-,-,-,-
5565A,BHT-EMR,eDRS,Death By Pregnancy,Electronic,Facility,N,-,-,-,-,-,-
5566A,BHT-EMR,eDRS,Death Entry Number,Electronic,Facility,N,-,-,-,-,-,-
5567A,BHT-EMR,eDRS,Death Registration Number,Electronic,Facility,N,-,-,-,-,-,-
5568A,BHT-EMR,eDRS,First Name,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5569A,BHT-EMR,eDRS,Foreigner Current District,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5570A,BHT-EMR,eDRS,Foreigner Current Ta,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5571A,BHT-EMR,eDRS,Foreigner Current Village,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5572A,BHT-EMR,eDRS,Foreigner Home District,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
5573A,BHT-EMR,eDRS,Foreigner Home Ta,Electronic,Facility,N,DEMO,7,Y,Resource targeting ,-,-
